identity,dataVersion,timeStamp,inUseHosts,inUseLicenses,inUseProxiedHosts,runningSteps
ecmaster,v0,20120127101200,0,0,0,3
ecmaster,v0,20120127101700,0,0,0,3
ecmaster,v0,20120127102201,0,0,0,3
ecmaster,v0,20120127102700,0,0,0,3
ecmaster,v0,20120127103200,0,0,0,3
ecmaster,v0,20120127103700,0,0,0,3
ecmaster,v0,20120127104200,0,0,0,3
ecmaster,v0,20120127104700,0,0,0,3
ecmaster,v0,20120127105200,0,0,0,3
ecmaster,v0,20120127105700,0,0,0,3
ecmaster,v0,20120127110200,0,0,0,3
ecmaster,v0,20120127110700,0,0,0,3
ecmaster,v0,20120127111200,0,0,0,3
ecmaster,v0,20120127111700,0,0,0,3
ecmaster,v0,20120127112200,0,0,0,3
ecmaster,v0,20120127112700,0,0,0,3
ecmaster,v0,20120127113200,0,0,0,3
ecmaster,v0,20120127113700,0,0,0,3
ecmaster,v0,20120127114200,0,0,0,3
ecmaster,v0,20120127114700,0,0,0,3
ecmaster,v0,20120127115200,0,0,0,3
ecmaster,v0,20120127115700,0,0,0,3
ecmaster,v0,20120127120200,0,0,0,3
ecmaster,v0,20120127125200,0,0,0,3
ecmaster,v0,20120127125700,0,0,0,3
ecmaster,v0,20120127130200,0,0,0,3
ecmaster,v0,20120127130700,0,0,0,3
ecmaster,v0,20120127134200,0,0,0,3
ecmaster,v0,20120127134700,0,0,0,3
ecmaster,v0,20120127135200,0,0,0,3
ecmaster,v0,20120127135700,0,0,0,3
ecmaster,v0,20120127140200,0,0,0,3
ecmaster,v0,20120127140700,0,0,0,3
ecmaster,v0,20120127141200,0,0,0,3
ecmaster,v0,20120127141700,0,0,0,3
ecmaster,v0,20120127142200,0,0,0,3
ecmaster,v0,20120127142700,0,0,0,3
ecmaster,v0,20120127143200,0,0,0,3
ecmaster,v0,20120127143700,0,0,0,3
ecmaster,v0,20120127144200,0,0,0,3
ecmaster,v0,20120127144700,0,0,0,3
ecmaster,v0,20120127145200,0,0,0,3
ecmaster,v0,20120127145701,0,0,0,3
ecmaster,v0,20120127150200,0,0,0,3
ecmaster,v0,20120127150700,0,0,0,3
ecmaster,v0,20120127151200,0,0,0,3
ecmaster,v0,20120127151700,0,0,0,3
ecmaster,v0,20120127152200,0,0,0,3
ecmaster,v0,20120127152700,0,0,0,3
ecmaster,v0,20120127153201,0,0,0,3
ecmaster,v0,20120127153700,0,0,0,3
ecmaster,v0,20120127154200,0,0,0,3
ecmaster,v0,20120127154700,0,0,0,3
ecmaster,v0,20120127155200,0,0,0,3
ecmaster,v0,20120127155700,0,0,0,3
ecmaster,v0,20120127160200,0,0,0,3
ecmaster,v0,20120127160700,0,0,0,3
ecmaster,v0,20120127161200,0,0,0,3
ecmaster,v0,20120127161700,0,0,0,3
ecmaster,v0,20120127162200,0,0,0,3
ecmaster,v0,20120127162700,0,0,0,3
ecmaster,v0,20120127163200,0,0,0,3
ecmaster,v0,20120127163700,0,0,0,3
ecmaster,v0,20120127164200,0,0,0,3
ecmaster,v0,20120127164701,0,0,0,3
ecmaster,v0,20120127165200,0,0,0,3
ecmaster,v0,20120127165700,0,0,0,3
ecmaster,v0,20120127170200,0,0,0,3
ecmaster,v0,20120127170700,0,0,0,3
ecmaster,v0,20120127171200,0,0,0,3
ecmaster,v0,20120127171700,0,0,0,3
ecmaster,v0,20120127172200,0,0,0,3
ecmaster,v0,20120127172700,0,0,0,3
ecmaster,v0,20120127173200,0,0,0,3
ecmaster,v0,20120127173700,0,0,0,3
ecmaster,v0,20120127174201,0,0,0,3
ecmaster,v0,20120127174700,0,0,0,3
ecmaster,v0,20120127182200,0,0,0,3
ecmaster,v0,20120127182700,0,0,0,3
ecmaster,v0,20120127183200,0,0,0,3
ecmaster,v0,20120127183700,0,0,0,3
ecmaster,v0,20120127184200,0,0,0,3
ecmaster,v0,20120127184700,0,0,0,3
ecmaster,v0,20120127185200,0,0,0,3
ecmaster,v0,20120127185700,0,0,0,3
ecmaster,v0,20120127190200,0,0,0,3
ecmaster,v0,20120127190701,0,0,0,3
ecmaster,v0,20120127191200,0,0,0,3
ecmaster,v0,20120127191700,0,0,0,3
ecmaster,v0,20120127192200,0,0,0,3
ecmaster,v0,20120127192700,0,0,0,3
ecmaster,v0,20120127193200,0,0,0,3
ecmaster,v0,20120127193700,0,0,0,3
ecmaster,v0,20120127194201,0,0,0,3
ecmaster,v0,20120127194700,0,0,0,3
ecmaster,v0,20120127195200,0,0,0,3
ecmaster,v0,20120127195700,0,0,0,3
ecmaster,v0,20120127223700,0,0,0,2
ecmaster,v0,20120127224200,0,0,0,2
ecmaster,v0,20120127224700,0,0,0,2
ecmaster,v0,20120127225200,0,0,0,3
ecmaster,v0,20120127225700,0,0,0,2
ecmaster,v0,20120127230200,0,0,0,2
ecmaster,v0,20120127230700,0,0,0,2
ecmaster,v0,20120127231200,0,0,0,3
ecmaster,v0,20120127231700,0,0,0,2
ecmaster,v0,20120127232200,0,0,0,2
ecmaster,v0,20120127232700,0,0,0,2
ecmaster,v0,20120127233200,0,0,0,3
ecmaster,v0,20120127233701,0,0,0,3
ecmaster,v0,20120127234200,0,0,0,3
ecmaster,v0,20120127234700,0,0,0,3
ecmaster,v0,20120127235200,0,0,0,3
ecmaster,v0,20120127235701,0,0,0,3
ecmaster,v0,20120128000200,0,0,0,3
ecmaster,v0,20120128000700,0,0,0,4
ecmaster,v0,20120128001200,0,0,0,3
ecmaster,v0,20120128001700,0,0,0,3
ecmaster,v0,20120128002200,0,0,0,3
ecmaster,v0,20120128002700,0,0,0,3
ecmaster,v0,20120128003200,0,0,0,3
ecmaster,v0,20120128003700,0,0,0,3
ecmaster,v0,20120128004200,0,0,0,3
ecmaster,v0,20120128004700,0,0,0,3
ecmaster,v0,20120128074700,0,0,0,3
ecmaster,v0,20120128075200,0,0,0,2
ecmaster,v0,20120128075700,0,0,0,2
ecmaster,v0,20120128080202,0,0,0,2
ecmaster,v0,20120128080700,0,0,0,4
ecmaster,v0,20120128081312,0,0,0,3
ecmaster,v0,20120128081802,0,0,0,2
ecmaster,v0,20120128082227,0,0,0,2
ecmaster,v0,20120128082717,0,0,0,2
ecmaster,v0,20120128083201,0,0,0,4
ecmaster,v0,20120128083809,0,0,0,3
ecmaster,v0,20120128084302,0,0,0,2
ecmaster,v0,20120128084700,0,0,0,3
ecmaster,v0,20120128085200,0,0,0,3
ecmaster,v0,20120128085700,0,0,0,3
ecmaster,v0,20120128090200,0,0,0,3
ecmaster,v0,20120128090700,0,0,0,3
ecmaster,v0,20120128091200,0,0,0,3
ecmaster,v0,20120128091700,0,0,0,3
ecmaster,v0,20120128092200,0,0,0,3
ecmaster,v0,20120128092700,0,0,0,3
ecmaster,v0,20120128093200,0,0,0,3
ecmaster,v0,20120128093701,0,0,0,3
ecmaster,v0,20120128094200,0,0,0,3
ecmaster,v0,20120128094700,0,0,0,3
ecmaster,v0,20120128095201,0,0,0,3
ecmaster,v0,20120128095700,0,0,0,3
ecmaster,v0,20120128100200,0,0,0,3
ecmaster,v0,20120128100701,0,0,0,3
ecmaster,v0,20120128101201,0,0,0,3
ecmaster,v0,20120128101700,0,0,0,3
ecmaster,v0,20120128102200,0,0,0,3
ecmaster,v0,20120128102700,0,0,0,3
ecmaster,v0,20120128103200,0,0,0,3
ecmaster,v0,20120128103700,0,0,0,3
ecmaster,v0,20120128104200,0,0,0,3
ecmaster,v0,20120128104700,0,0,0,3
ecmaster,v0,20120128105200,0,0,0,3
ecmaster,v0,20120128105700,0,0,0,3
ecmaster,v0,20120128110200,0,0,0,3
ecmaster,v0,20120128110700,0,0,0,3
ecmaster,v0,20120128111200,0,0,0,3
ecmaster,v0,20120128111700,0,0,0,3
ecmaster,v0,20120128112200,0,0,0,3
ecmaster,v0,20120128112700,0,0,0,3
ecmaster,v0,20120128113200,0,0,0,3
ecmaster,v0,20120128113700,0,0,0,3
ecmaster,v0,20120128114201,0,0,0,3
ecmaster,v0,20120128114700,0,0,0,3
ecmaster,v0,20120128115200,0,0,0,3
ecmaster,v0,20120128115700,0,0,0,3
ecmaster,v0,20120128120200,0,0,0,3
ecmaster,v0,20120128120700,0,0,0,3
ecmaster,v0,20120128121200,0,0,0,3
ecmaster,v0,20120128121701,0,0,0,3
ecmaster,v0,20120128122201,0,0,0,3
ecmaster,v0,20120128122701,0,0,0,3
ecmaster,v0,20120128123200,0,0,0,3
ecmaster,v0,20120128123700,0,0,0,3
ecmaster,v0,20120128130200,0,0,0,3
ecmaster,v0,20120128130700,0,0,0,3
ecmaster,v0,20120128131200,0,0,0,3
ecmaster,v0,20120128131700,0,0,0,3
ecmaster,v0,20120128132200,0,0,0,3
ecmaster,v0,20120128132700,0,0,0,3
ecmaster,v0,20120128133200,0,0,0,3
ecmaster,v0,20120128133700,0,0,0,3
ecmaster,v0,20120128134200,0,0,0,3
ecmaster,v0,20120128134700,0,0,0,3
ecmaster,v0,20120128135200,0,0,0,3
ecmaster,v0,20120128135700,0,0,0,3
ecmaster,v0,20120128140200,0,0,0,3
ecmaster,v0,20120128140700,0,0,0,3
ecmaster,v0,20120128141201,0,0,0,3
ecmaster,v0,20120128141701,0,0,0,3
ecmaster,v0,20120128142201,0,0,0,3
ecmaster,v0,20120128142701,0,0,0,3
ecmaster,v0,20120128143201,0,0,0,3
ecmaster,v0,20120128143701,0,0,0,3
ecmaster,v0,20120128144200,0,0,0,3
ecmaster,v0,20120128144700,0,0,0,3
ecmaster,v0,20120128145201,0,0,0,3
ecmaster,v0,20120128145700,0,0,0,3
ecmaster,v0,20120128150200,0,0,0,3
ecmaster,v0,20120128150700,0,0,0,3
ecmaster,v0,20120128151200,0,0,0,3
ecmaster,v0,20120128151700,0,0,0,3
ecmaster,v0,20120128152201,0,0,0,3
ecmaster,v0,20120128161701,0,0,0,3
ecmaster,v0,20120128162200,0,0,0,3
ecmaster,v0,20120128162700,0,0,0,3
ecmaster,v0,20120128163201,0,0,0,3
ecmaster,v0,20120128163700,0,0,0,3
ecmaster,v0,20120128164200,0,0,0,3
ecmaster,v0,20120128164700,0,0,0,3
ecmaster,v0,20120128165200,0,0,0,3
ecmaster,v0,20120128165700,0,0,0,3
ecmaster,v0,20120128170200,0,0,0,3
ecmaster,v0,20120128170700,0,0,0,3
ecmaster,v0,20120128171200,0,0,0,3
ecmaster,v0,20120128171700,0,0,0,3
ecmaster,v0,20120128172200,0,0,0,3
ecmaster,v0,20120128172700,0,0,0,3
ecmaster,v0,20120128173200,0,0,0,3
ecmaster,v0,20120128173700,0,0,0,3
ecmaster,v0,20120128174200,0,0,0,3
ecmaster,v0,20120128174700,0,0,0,3
ecmaster,v0,20120128175200,0,0,0,3
ecmaster,v0,20120128175700,0,0,0,3
ecmaster,v0,20120128180200,0,0,0,3
ecmaster,v0,20120128180700,0,0,0,3
ecmaster,v0,20120128181200,0,0,0,3
ecmaster,v0,20120128181700,0,0,0,3
ecmaster,v0,20120128182200,0,0,0,3
ecmaster,v0,20120128182700,0,0,0,3
ecmaster,v0,20120128183200,0,0,0,3
ecmaster,v0,20120128183700,0,0,0,3
ecmaster,v0,20120128184200,0,0,0,3
ecmaster,v0,20120128184700,0,0,0,3
ecmaster,v0,20120128185200,0,0,0,3
ecmaster,v0,20120128185700,0,0,0,3
ecmaster,v0,20120128190200,0,0,0,3
ecmaster,v0,20120128190700,0,0,0,3
ecmaster,v0,20120128191200,0,0,0,3
ecmaster,v0,20120128191700,0,0,0,3
ecmaster,v0,20120128192200,0,0,0,3
ecmaster,v0,20120128192700,0,0,0,3
ecmaster,v0,20120128200701,0,0,0,3
ecmaster,v0,20120128201200,0,0,0,3
ecmaster,v0,20120128201700,0,0,0,3
ecmaster,v0,20120128202200,0,0,0,3
ecmaster,v0,20120128202700,0,0,0,3
ecmaster,v0,20120128203200,0,0,0,3
ecmaster,v0,20120128203700,0,0,0,3
ecmaster,v0,20120128204200,0,0,0,3
ecmaster,v0,20120128204700,0,0,0,3
ecmaster,v0,20120128205200,0,0,0,3
ecmaster,v0,20120128205700,0,0,0,3
ecmaster,v0,20120128210201,0,0,0,3
ecmaster,v0,20120128210700,0,0,0,3
ecmaster,v0,20120128211200,0,0,0,3
ecmaster,v0,20120128211700,0,0,0,3
ecmaster,v0,20120128212200,0,0,0,3
ecmaster,v0,20120128212700,0,0,0,3
ecmaster,v0,20120128213200,0,0,0,3
ecmaster,v0,20120128213700,0,0,0,3
ecmaster,v0,20120128214200,0,0,0,3
ecmaster,v0,20120128214700,0,0,0,3
ecmaster,v0,20120128215200,0,0,0,3
ecmaster,v0,20120128215700,0,0,0,3
ecmaster,v0,20120128220200,0,0,0,3
ecmaster,v0,20120128222701,0,0,0,3
ecmaster,v0,20120128223200,0,0,0,3
ecmaster,v0,20120128223700,0,0,0,3
ecmaster,v0,20120128224200,0,0,0,3
ecmaster,v0,20120128224700,0,0,0,3
ecmaster,v0,20120128225201,0,0,0,3
ecmaster,v0,20120128225701,0,0,0,3
ecmaster,v0,20120128230201,0,0,0,3
ecmaster,v0,20120128230701,0,0,0,3
ecmaster,v0,20120128231200,0,0,0,3
ecmaster,v0,20120128231700,0,0,0,3
ecmaster,v0,20120128232200,0,0,0,3
ecmaster,v0,20120129081201,0,0,0,5
ecmaster,v0,20120129081816,0,0,0,4
ecmaster,v0,20120129082303,0,0,0,2
ecmaster,v0,20120129082735,0,0,0,2
ecmaster,v0,20120129083218,0,0,0,2
ecmaster,v0,20120129083700,0,0,0,5
ecmaster,v0,20120129084312,0,0,0,3
ecmaster,v0,20120129084803,0,0,0,2
ecmaster,v0,20120129085227,0,0,0,2
ecmaster,v0,20120129085719,0,0,0,2
ecmaster,v0,20120129090200,0,0,0,4
ecmaster,v0,20120129090809,0,0,0,3
ecmaster,v0,20120129091200,0,0,0,3
ecmaster,v0,20120129091700,0,0,0,3
ecmaster,v0,20120129092201,0,0,0,3
ecmaster,v0,20120129092700,0,0,0,3
ecmaster,v0,20120129093201,0,0,0,3
ecmaster,v0,20120129093700,0,0,0,3
ecmaster,v0,20120129094200,0,0,0,3
ecmaster,v0,20120129094700,0,0,0,3
ecmaster,v0,20120129095200,0,0,0,3
ecmaster,v0,20120129095700,0,0,0,3
ecmaster,v0,20120129100200,0,0,0,3
ecmaster,v0,20120129100700,0,0,0,3
ecmaster,v0,20120129101200,0,0,0,3
ecmaster,v0,20120129101700,0,0,0,3
ecmaster,v0,20120129102201,0,0,0,3
ecmaster,v0,20120129102700,0,0,0,3
ecmaster,v0,20120129103201,0,0,0,3
ecmaster,v0,20120129103700,0,0,0,3
ecmaster,v0,20120129104200,0,0,0,3
ecmaster,v0,20120129104701,0,0,0,3
ecmaster,v0,20120129105201,0,0,0,3
ecmaster,v0,20120129105702,0,0,0,3
ecmaster,v0,20120129110200,0,0,0,3
ecmaster,v0,20120129110700,0,0,0,3
ecmaster,v0,20120129111200,0,0,0,3
ecmaster,v0,20120129111700,0,0,0,3
ecmaster,v0,20120129112200,0,0,0,3
ecmaster,v0,20120129112700,0,0,0,3
ecmaster,v0,20120129113200,0,0,0,3
ecmaster,v0,20120129113700,0,0,0,3
ecmaster,v0,20120129114200,0,0,0,3
ecmaster,v0,20120129114700,0,0,0,3
ecmaster,v0,20120129115200,0,0,0,3
ecmaster,v0,20120129115700,0,0,0,3
ecmaster,v0,20120129120200,0,0,0,3
ecmaster,v0,20120129120700,0,0,0,3
ecmaster,v0,20120129121200,0,0,0,3
ecmaster,v0,20120129121700,0,0,0,3
ecmaster,v0,20120129122201,0,0,0,3
ecmaster,v0,20120129122700,0,0,0,3
ecmaster,v0,20120129130517,0,0,0,1
ecmaster,v0,20120129130700,0,0,0,3
ecmaster,v0,20120129131200,0,0,0,3
ecmaster,v0,20120129131700,0,0,0,3
ecmaster,v0,20120129132200,0,0,0,3
ecmaster,v0,20120129132701,0,0,0,3
ecmaster,v0,20120129133200,0,0,0,3
ecmaster,v0,20120129133700,0,0,0,3
ecmaster,v0,20120129134200,0,0,0,3
ecmaster,v0,20120129134700,0,0,0,3
ecmaster,v0,20120129135200,0,0,0,3
ecmaster,v0,20120129135700,0,0,0,3
ecmaster,v0,20120129140200,0,0,0,3
ecmaster,v0,20120129140701,0,0,0,3
ecmaster,v0,20120129141200,0,0,0,3
ecmaster,v0,20120129141700,0,0,0,3
ecmaster,v0,20120129142200,0,0,0,3
ecmaster,v0,20120129142700,0,0,0,3
ecmaster,v0,20120129143200,0,0,0,3
ecmaster,v0,20120129143700,0,0,0,3
ecmaster,v0,20120129144200,0,0,0,3
ecmaster,v0,20120129144700,0,0,0,3
ecmaster,v0,20120129145200,0,0,0,3
ecmaster,v0,20120129145700,0,0,0,3
ecmaster,v0,20120129150200,0,0,0,3
ecmaster,v0,20120129150700,0,0,0,3
ecmaster,v0,20120129151200,0,0,0,3
ecmaster,v0,20120129151700,0,0,0,3
ecmaster,v0,20120129152200,0,0,0,3
ecmaster,v0,20120129152701,0,0,0,3
ecmaster,v0,20120129153200,0,0,0,3
ecmaster,v0,20120129153700,0,0,0,3
ecmaster,v0,20120129154200,0,0,0,3
ecmaster,v0,20120129154700,0,0,0,3
ecmaster,v0,20120129155200,0,0,0,3
ecmaster,v0,20120129155700,0,0,0,3
ecmaster,v0,20120129160201,0,0,0,3
ecmaster,v0,20120129160700,0,0,0,3
ecmaster,v0,20120129161200,0,0,0,3
ecmaster,v0,20120129161700,0,0,0,3
ecmaster,v0,20120129162200,0,0,0,3
ecmaster,v0,20120129162700,0,0,0,3
ecmaster,v0,20120129163200,0,0,0,3
ecmaster,v0,20120129163700,0,0,0,3
ecmaster,v0,20120129164201,0,0,0,3
ecmaster,v0,20120129164700,0,0,0,3
ecmaster,v0,20120129165200,0,0,0,3
ecmaster,v0,20120129165700,0,0,0,3
ecmaster,v0,20120129170200,0,0,0,3
ecmaster,v0,20120129170700,0,0,0,3
ecmaster,v0,20120129171200,0,0,0,3
ecmaster,v0,20120129171700,0,0,0,3
ecmaster,v0,20120129172200,0,0,0,3
ecmaster,v0,20120129172700,0,0,0,3
ecmaster,v0,20120129173200,0,0,0,3
ecmaster,v0,20120129173700,0,0,0,3
ecmaster,v0,20120129174200,0,0,0,3
ecmaster,v0,20120129174700,0,0,0,3
ecmaster,v0,20120129175200,0,0,0,3
ecmaster,v0,20120129175700,0,0,0,3
ecmaster,v0,20120129180200,0,0,0,3
ecmaster,v0,20120129180700,0,0,0,3
ecmaster,v0,20120129181200,0,0,0,3
ecmaster,v0,20120129181700,0,0,0,3
ecmaster,v0,20120129182200,0,0,0,3
ecmaster,v0,20120129182700,0,0,0,3
ecmaster,v0,20120129183200,0,0,0,3
ecmaster,v0,20120129183700,0,0,0,3
ecmaster,v0,20120129184200,0,0,0,3
ecmaster,v0,20120129184700,0,0,0,3
ecmaster,v0,20120129185200,0,0,0,3
ecmaster,v0,20120129185700,0,0,0,3
ecmaster,v0,20120129190200,0,0,0,3
ecmaster,v0,20120129222201,0,0,0,3
ecmaster,v0,20120129222700,0,0,0,2
ecmaster,v0,20120129223200,0,0,0,2
ecmaster,v0,20120130084618,0,0,0,1
ecmaster,v0,20120130085314,0,0,0,3
ecmaster,v0,20120130085803,0,0,0,3
ecmaster,v0,20120130090251,0,0,0,3
ecmaster,v0,20120130090718,0,0,0,2
ecmaster,v0,20120130091206,0,0,0,2
ecmaster,v0,20120130091701,0,0,0,4
ecmaster,v0,20120130092312,0,0,0,3
ecmaster,v0,20120130092721,0,0,0,3
ecmaster,v0,20120130093200,0,0,0,3
ecmaster,v0,20120130093700,0,0,0,3
ecmaster,v0,20120130094200,0,0,0,3
ecmaster,v0,20120130094700,0,0,0,3
ecmaster,v0,20120130095200,0,0,0,3
ecmaster,v0,20120130095700,0,0,0,3
ecmaster,v0,20120130100201,0,0,0,3
ecmaster,v0,20120130100700,0,0,0,3
ecmaster,v0,20120130101200,0,0,0,3
ecmaster,v0,20120130101700,0,0,0,3
ecmaster,v0,20120130102200,0,0,0,3
ecmaster,v0,20120130102700,0,0,0,3
ecmaster,v0,20120130103200,0,0,0,3
ecmaster,v0,20120130103700,0,0,0,3
ecmaster,v0,20120130104200,0,0,0,3
ecmaster,v0,20120130104700,0,0,0,3
ecmaster,v0,20120130105200,0,0,0,3
ecmaster,v0,20120130105700,0,0,0,3
ecmaster,v0,20120130110200,0,0,0,3
ecmaster,v0,20120130110700,0,0,0,3
ecmaster,v0,20120130111200,0,0,0,3
ecmaster,v0,20120130111700,0,0,0,3
ecmaster,v0,20120130112200,0,0,0,3
ecmaster,v0,20120130112700,0,0,0,3
ecmaster,v0,20120130145302,0,0,0,3
ecmaster,v0,20120130145702,0,0,0,2
ecmaster,v0,20120130161230,0,0,0,2
ecmaster,v0,20120130161701,0,0,0,4
ecmaster,v0,20120130162313,0,0,0,3
ecmaster,v0,20120130162802,0,0,0,2
ecmaster,v0,20120130163229,0,0,0,2
ecmaster,v0,20120130163718,0,0,0,2
ecmaster,v0,20120130164201,0,0,0,4
ecmaster,v0,20120130164813,0,0,0,3
ecmaster,v0,20120130165303,0,0,0,2
ecmaster,v0,20120130165729,0,0,0,2
ecmaster,v0,20120130170200,0,0,0,3
ecmaster,v0,20120130170700,0,0,0,3
ecmaster,v0,20120130171200,0,0,0,3
ecmaster,v0,20120130171700,0,0,0,3
ecmaster,v0,20120130172200,0,0,0,3
ecmaster,v0,20120130185701,0,0,0,2
ecmaster,v0,20120130190303,0,0,0,2
ecmaster,v0,20120130190702,0,0,0,2
ecmaster,v0,20120130191217,0,0,0,2
ecmaster,v0,20120130191701,0,0,0,4
ecmaster,v0,20120130203637,0,0,0,3
ecmaster,v0,20120130204200,0,0,0,2
ecmaster,v0,20120130204700,0,0,0,2
ecmaster,v0,20120130205200,0,0,0,2
ecmaster,v0,20120130205700,0,0,0,3
ecmaster,v0,20120130210200,0,0,0,2
ecmaster,v0,20120130210700,0,0,0,2
ecmaster,v0,20120130211201,0,0,0,3
ecmaster,v0,20120130211700,0,0,0,3
ecmaster,v0,20120130212200,0,0,0,3
ecmaster,v0,20120130212700,0,0,0,3
ecmaster,v0,20120130213200,0,0,0,3
ecmaster,v0,20120130213700,0,0,0,3
ecmaster,v0,20120130214200,0,0,0,3
ecmaster,v0,20120130214700,0,0,0,3
ecmaster,v0,20120130215200,1,0,0,4
ecmaster,v0,20120130215700,0,0,0,3
ecmaster,v0,20120130220200,0,0,0,3
ecmaster,v0,20120130220701,0,0,0,3
ecmaster,v0,20120130221200,0,0,0,3
ecmaster,v0,20120130221700,0,0,0,3
ecmaster,v0,20120130222200,0,0,0,3
ecmaster,v0,20120130222700,0,0,0,3
ecmaster,v0,20120130223200,0,0,0,3
ecmaster,v0,20120130223700,0,0,0,3
ecmaster,v0,20120130224200,0,0,0,3
ecmaster,v0,20120130224701,0,0,0,3
ecmaster,v0,20120131075701,0,0,0,3
ecmaster,v0,20120131080203,0,0,0,5
ecmaster,v0,20120131080816,0,0,0,3
ecmaster,v0,20120131081302,0,0,0,2
ecmaster,v0,20120131081732,0,0,0,2
ecmaster,v0,20120131082219,0,0,0,2
ecmaster,v0,20120131082701,0,0,0,4
ecmaster,v0,20120131094200,0,0,0,4
ecmaster,v0,20120131094814,0,0,0,3
ecmaster,v0,20120131095303,0,0,0,2
ecmaster,v0,20120131095743,0,0,0,2
ecmaster,v0,20120131100220,0,0,0,2
ecmaster,v0,20120131100700,0,0,0,3
ecmaster,v0,20120131101200,0,0,0,3
ecmaster,v0,20120131101700,0,0,0,3
ecmaster,v0,20120131102200,0,0,0,3
ecmaster,v0,20120131102700,0,0,0,3
ecmaster,v0,20120131103200,0,0,0,3
ecmaster,v0,20120131103700,0,0,0,3
ecmaster,v0,20120131104200,0,0,0,3
ecmaster,v0,20120131104700,0,0,0,3
ecmaster,v0,20120131105200,0,0,0,3
ecmaster,v0,20120131105700,0,0,0,3
ecmaster,v0,20120131110200,0,0,0,3
ecmaster,v0,20120131110700,0,0,0,3
ecmaster,v0,20120131111200,0,0,0,3
ecmaster,v0,20120131111700,0,0,0,3
ecmaster,v0,20120131112201,0,0,0,3
ecmaster,v0,20120131112700,0,0,0,3
ecmaster,v0,20120131113200,0,0,0,3
ecmaster,v0,20120131113700,0,0,0,3
ecmaster,v0,20120131114200,0,0,0,3
ecmaster,v0,20120131114700,0,0,0,3
ecmaster,v0,20120131115200,0,0,0,3
ecmaster,v0,20120131115700,0,0,0,3
ecmaster,v0,20120131120200,0,0,0,3
ecmaster,v0,20120131120700,0,0,0,3
ecmaster,v0,20120131121200,0,0,0,3
ecmaster,v0,20120131121700,0,0,0,3
ecmaster,v0,20120131122200,0,0,0,3
ecmaster,v0,20120131122700,0,0,0,3
ecmaster,v0,20120131123200,0,0,0,3
ecmaster,v0,20120131123701,0,0,0,3
ecmaster,v0,20120131124200,0,0,0,3
ecmaster,v0,20120131124700,0,0,0,3
ecmaster,v0,20120131125200,0,0,0,3
ecmaster,v0,20120131125700,0,0,0,3
ecmaster,v0,20120131130200,0,0,0,3
ecmaster,v0,20120131130700,0,0,0,3
ecmaster,v0,20120131131200,0,0,0,3
ecmaster,v0,20120131131700,0,0,0,3
ecmaster,v0,20120131132200,0,0,0,3
ecmaster,v0,20120131132700,0,0,0,3
ecmaster,v0,20120131133200,0,0,0,3
ecmaster,v0,20120131133700,0,0,0,3
ecmaster,v0,20120131134200,0,0,0,3
ecmaster,v0,20120131134700,0,0,0,3
ecmaster,v0,20120131135200,0,0,0,3
ecmaster,v0,20120131135700,0,0,0,3
ecmaster,v0,20120131140200,0,0,0,3
ecmaster,v0,20120131140701,0,0,0,3
ecmaster,v0,20120131141200,0,0,0,3
ecmaster,v0,20120131141700,0,0,0,3
ecmaster,v0,20120131142200,0,0,0,3
ecmaster,v0,20120131142700,0,0,0,3
ecmaster,v0,20120131143200,0,0,0,3
ecmaster,v0,20120131143700,0,0,0,3
ecmaster,v0,20120131144200,0,0,0,3
ecmaster,v0,20120131144700,0,0,0,3
ecmaster,v0,20120131145200,0,0,0,3
ecmaster,v0,20120131145700,0,0,0,3
ecmaster,v0,20120131150200,0,0,0,3
ecmaster,v0,20120131150700,0,0,0,3
ecmaster,v0,20120131151200,0,0,0,3
ecmaster,v0,20120131151701,0,0,0,3
ecmaster,v0,20120131152201,0,0,0,3
ecmaster,v0,20120131152700,0,0,0,3
ecmaster,v0,20120131155700,0,0,0,3
ecmaster,v0,20120131160200,0,0,0,3
ecmaster,v0,20120131160700,0,0,0,3
ecmaster,v0,20120131161201,0,0,0,3
ecmaster,v0,20120131161701,0,0,0,3
ecmaster,v0,20120131162200,0,0,0,3
ecmaster,v0,20120131162700,0,0,0,3
ecmaster,v0,20120131163200,0,0,0,3
ecmaster,v0,20120131163700,0,0,0,3
ecmaster,v0,20120131164200,0,0,0,3
ecmaster,v0,20120131164701,0,0,0,3
ecmaster,v0,20120131185701,0,0,0,3
ecmaster,v0,20120131190317,0,0,0,4
ecmaster,v0,20120131190802,0,0,0,2
ecmaster,v0,20120131191236,0,0,0,2
ecmaster,v0,20120131191717,0,0,0,2
ecmaster,v0,20120131192201,0,0,0,4
ecmaster,v0,20120131192813,0,0,0,3
ecmaster,v0,20120131193302,0,0,0,2
ecmaster,v0,20120131193729,0,0,0,2
ecmaster,v0,20120131194218,0,0,0,4
ecmaster,v0,20120131194701,0,0,0,3
ecmaster,v0,20120131195201,0,0,0,3
ecmaster,v0,20120131195700,0,0,0,3
ecmaster,v0,20120131200201,0,0,0,3
ecmaster,v0,20120131200701,0,0,0,3
ecmaster,v0,20120131201201,0,0,0,3
ecmaster,v0,20120131201700,0,0,0,3
ecmaster,v0,20120131202201,0,0,0,3
ecmaster,v0,20120131224700,0,0,0,2
ecmaster,v0,20120131225200,0,0,0,2
ecmaster,v0,20120131225700,0,0,0,3
